sample_id,language,expected_primary,expected_direction,text,model,label_space,expected_model_label,expected_score,top_label,top_score,top3,score_Self-direction: thought,score_Self-direction: action,score_Stimulation,score_Hedonism,score_Achievement,score_Power: dominance,score_Power: resources,score_Face,score_Security: personal,score_Security: societal,score_Tradition,score_Conformity: rules,score_Conformity: interpersonal,score_Humility,score_Benevolence: caring,score_Benevolence: dependability,score_Universalism: concern,score_Universalism: nature,score_Universalism: tolerance
achievement,en,ACHIEVEMENT,support,The project should set measurable targets and reward the teams that deliver the strongest results.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Achievement,0.7833017110824585,"Achievement:0.783, Power: resources:0.190, Stimulation:0.066",0.008154497481882572,0.022404225543141365,0.06648488342761993,0.007009922992438078,0.7833017110824585,0.051489293575286865,0.19030258059501648,0.009011213667690754,0.010122017934918404,0.000859753810800612,0.0028239444363862276,0.00608446542173624,0.008273635990917683,0.015600458718836308,0.025927288457751274,0.03205373138189316,0.005155346356332302,0.010622119531035423,0.0019030582625418901
achievement,ko,ACHIEVEMENT,support,이 프로젝트는 측정 가능한 목표를 세우고 가장 뛰어난 성과를 내는 팀에 보상해야 합니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: resources,0.028386389836668968,"Power: resources:0.028, Power: dominance:0.025, Conformity: rules:0.020",0.006459543947130442,0.006288575939834118,0.009453348815441132,0.007956596091389656,0.01028809230774641,0.025326378643512726,0.028386389836668968,0.008274711668491364,0.005220214836299419,0.011537124402821064,0.006685640197247267,0.019838986918330193,0.008923554793000221,0.003289678832516074,0.009493386372923851,0.010056455619633198,0.005446892697364092,0.005854013841599226,0.0037336761597543955
power,en,POWER,support,The city needs clear authority over the process so it can control resources and enforce the final decision.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: dominance,0.9233130216598511,"Power: dominance:0.923, Conformity: rules:0.303, Self-direction: action:0.078",0.011047419160604477,0.07776489108800888,0.0075889648869633675,0.0037581976503133774,0.00928100012242794,0.9233130216598511,0.06755281984806061,0.003607681719586253,0.010977242141962051,0.01079833135008812,0.0031023842748254538,0.3025132715702057,0.008187146857380867,0.001835332252085209,0.005937645677477121,0.0039701443165540695,0.006375328171998262,0.005682304035872221,0.004751410335302353
power,ko,POWER,support,시는 자원을 통제하고 최종 결정을 집행할 수 있도록 절차에 대한 분명한 권한을 가져야 합니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: dominance,0.03511381521821022,"Power: dominance:0.035, Power: resources:0.028, Conformity: rules:0.027",0.005605984013527632,0.00708834920078516,0.011200453154742718,0.006576586980372667,0.007734883110970259,0.03511381521821022,0.02801194041967392,0.009252775460481644,0.003654748434200883,0.015857329592108727,0.007504608947783709,0.02734397165477276,0.010179623030126095,0.002808611374348402,0.008809676393866539,0.011669987812638283,0.005468206014484167,0.00798834953457117,0.003412313526496291
security,en,SECURITY,support,"Before expanding the service, we need strict safeguards so families know their data and safety are protected.",VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Security: personal,0.9410943388938904,"Security: personal:0.941, Security: societal:0.794, Conformity: rules:0.059",0.0113652553409338,0.014316343702375889,0.0071884021162986755,0.007155975792557001,0.005758348852396011,0.010586054995656013,0.003386167110875249,0.005527980159968138,0.9410943388938904,0.7936164140701294,0.0043008578941226006,0.05937850847840309,0.01660040020942688,0.005678019020706415,0.016534363850951195,0.0063180699944496155,0.011453178711235523,0.0028090481646358967,0.0039494093507528305
security,ko,SECURITY,support,서비스를 확대하기 전에 가족들이 자신의 데이터와 안전이 보호된다고 알 수 있도록 엄격한 보호 장치가 필요합니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: dominance,0.03053060732781887,"Power: dominance:0.031, Power: resources:0.024, Conformity: rules:0.023",0.005661942530423403,0.00783276092261076,0.011597187258303165,0.007977097295224667,0.006594749167561531,0.03053060732781887,0.023783614858984947,0.00721626915037632,0.004376614931970835,0.011742995120584965,0.008990992791950703,0.023108799010515213,0.008264834061264992,0.0030617162119597197,0.009036746807396412,0.009714172221720219,0.005138874985277653,0.007914776913821697,0.003631327301263809
conformity,en,CONFORMITY,support,"Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy.",VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Conformity: rules,0.9875215888023376,"Conformity: rules:0.988, Power: dominance:0.063, Universalism: concern:0.049",0.011532160453498363,0.014110056683421135,0.010384692810475826,0.0024688835255801678,0.014051254838705063,0.06344348192214966,0.0017616088734939694,0.00261646113358438,0.011258300393819809,0.014897165820002556,0.004290142562240362,0.9875215888023376,0.035232000052928925,0.0018295769114047289,0.010400400497019291,0.02305758185684681,0.048798225820064545,0.006578290835022926,0.010568094439804554
conformity,ko,CONFORMITY,support,"참여자들은 동의하지 않더라도 합의된 규칙을 따라야 하며, 그렇지 않으면 절차의 정당성이 무너집니다.",VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: dominance,0.027712997049093246,"Power: dominance:0.028, Power: resources:0.025, Conformity: rules:0.021",0.006011204328387976,0.006698578596115112,0.010096680372953415,0.005673928186297417,0.0077022043988108635,0.027712997049093246,0.024806180968880653,0.008708634413778782,0.004326797090470791,0.012447690591216087,0.008307041600346565,0.021374383941292763,0.00805487111210823,0.0029712431132793427,0.00808554608374834,0.010635428130626678,0.004535991232842207,0.007055208552628756,0.0026969187892973423
tradition,en,TRADITION,support,The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Tradition,0.9984745383262634,"Tradition:0.998, Conformity: rules:0.305, Benevolence: caring:0.080",0.023939089849591255,0.036169860512018204,0.04040098935365677,0.024877896532416344,0.04675200209021568,0.02797147072851658,0.04732341691851616,0.01744733937084675,0.031702812761068344,0.041887231171131134,0.9984745383262634,0.30520322918891907,0.0366920530796051,0.01713097281754017,0.08013975620269775,0.029897471889853477,0.021615272387862206,0.029826048761606216,0.015658767893910408
tradition,ko,TRADITION,support,재개발은 오래된 시장 의례를 보존하고 어르신들이 지켜 온 관습을 존중해야 합니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: dominance,0.02441100962460041,"Power: dominance:0.024, Conformity: rules:0.023, Power: resources:0.022",0.004643983673304319,0.006308927666395903,0.007944741286337376,0.005063732620328665,0.007595687173306942,0.02441100962460041,0.02230352722108364,0.005773397162556648,0.0045300680212676525,0.015457099303603172,0.007588231936097145,0.023131901398301125,0.007514292374253273,0.0023833445739001036,0.009067364037036896,0.008234734646975994,0.005397988948971033,0.006494761444628239,0.0027476728428155184
anti_security,en,SECURITY,oppose,We should ignore privacy and safety concerns if removing safeguards lets us launch faster.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Security: societal,0.9054696559906006,"Security: societal:0.905, Security: personal:0.148, Conformity: interpersonal:0.114",0.012128450907766819,0.018339592963457108,0.011129368096590042,0.005272910930216312,0.004153016023337841,0.011774923652410507,0.0009737826185300946,0.00988426897674799,0.14831484854221344,0.9054696559906006,0.002501470735296607,0.08580333739519119,0.11351977288722992,0.0037663904950022697,0.009498270228505135,0.017196958884596825,0.054406750947237015,0.009602566249668598,0.009314869530498981
anti_security,ko,SECURITY,oppose,보호 장치를 없애서 더 빨리 출시할 수 있다면 개인정보와 안전 우려는 무시해야 합니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: dominance,0.030219130218029022,"Power: dominance:0.030, Power: resources:0.029, Conformity: rules:0.024",0.00990026444196701,0.008471774868667126,0.011495403945446014,0.0073871370404958725,0.00972906406968832,0.030219130218029022,0.029384031891822815,0.007762136869132519,0.00755639374256134,0.01449188869446516,0.00962460320442915,0.023879269137978554,0.011688634753227234,0.0037575301248580217,0.011328762397170067,0.014300801791250706,0.006446523126214743,0.007937137968838215,0.003781341714784503
anti_benevolence,en,BENEVOLENCE,oppose,The vulnerable families should handle the disruption themselves; helping them would only slow the project.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Self-direction: action,0.8260641694068909,"Self-direction: action:0.826, Power: dominance:0.166, Security: societal:0.094",0.035302791744470596,0.8260641694068909,0.023468127474188805,0.0017531216144561768,0.004716794937849045,0.1656016707420349,0.008550816215574741,0.002517381217330694,0.012210536748170853,0.09393618255853653,0.002606445923447609,0.010523226112127304,0.04567813500761986,0.0013149649603292346,0.05701456218957901,0.05455955117940903,0.06761622428894043,0.005580629222095013,0.004647237714380026
anti_benevolence,ko,BENEVOLENCE,oppose,"취약한 가족들은 혼란을 스스로 감당해야 하며, 그들을 돕는 것은 프로젝트를 늦출 뿐입니다.",VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: resources,0.02597142942249775,"Power: resources:0.026, Power: dominance:0.025, Conformity: rules:0.015",0.004684878513216972,0.005688657518476248,0.0069877333007752895,0.005114267580211163,0.006000040099024773,0.02487833797931671,0.02597142942249775,0.007298924494534731,0.004414757248014212,0.010746492072939873,0.007430837955325842,0.014982667751610279,0.006481584627181292,0.0025175234768539667,0.007565800566226244,0.007825772278010845,0.004933561664074659,0.005615361966192722,0.002769478363916278
anti_tradition,en,TRADITION,oppose,Old rituals and inherited customs should not influence this decision at all.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Tradition,0.9938431978225708,"Tradition:0.994, Conformity: rules:0.331, Universalism: concern:0.045",0.0175731610506773,0.018184907734394073,0.013481955043971539,0.011906279250979424,0.015321526676416397,0.025765232741832733,0.01891145668923855,0.0050710695795714855,0.028699420392513275,0.01569620706140995,0.9938431978225708,0.331192284822464,0.031906742602586746,0.011330033652484417,0.0365670882165432,0.023808054625988007,0.04513901099562645,0.021696118637919426,0.04010198265314102
anti_tradition,ko,TRADITION,oppose,오래된 의례와 물려받은 관습은 이번 결정에 전혀 영향을 주어서는 안 됩니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: dominance,0.021725686267018318,"Power: dominance:0.022, Conformity: rules:0.018, Power: resources:0.017",0.003940788563340902,0.00539723364636302,0.006898275576531887,0.004997277166694403,0.0060141365975141525,0.021725686267018318,0.017199764028191566,0.005933132953941822,0.00463819457218051,0.00938912108540535,0.006250022444874048,0.017588282003998756,0.005833724047988653,0.0022644212003797293,0.006841519381850958,0.0061779264360666275,0.004819599911570549,0.004467993974685669,0.002377023221924901
anti_conformity,en,CONFORMITY,oppose,People should break the agreed rules whenever the rules make negotiation inconvenient.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Conformity: rules,0.978012204170227,"Conformity: rules:0.978, Conformity: interpersonal:0.076, Power: dominance:0.042",0.004508281592279673,0.006505345460027456,0.01641247421503067,0.006719051394611597,0.011490587145090103,0.04217125102877617,0.00295840622857213,0.0035911856684833765,0.012061186134815216,0.014951200224459171,0.00726915430277586,0.978012204170227,0.07626993209123611,0.002763279713690281,0.010324468836188316,0.018744736909866333,0.011331369169056416,0.01796429231762886,0.008957117795944214
anti_conformity,ko,CONFORMITY,oppose,합의된 규칙이 협상을 불편하게 만들 때마다 사람들은 그 규칙을 깨도 됩니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Power: resources,0.03419704735279083,"Power: resources:0.034, Power: dominance:0.028, Conformity: rules:0.024",0.00949503667652607,0.00894684623926878,0.01452614925801754,0.006233810447156429,0.01118756365031004,0.0283296387642622,0.03419704735279083,0.012973487377166748,0.0062604560516774654,0.015218785032629967,0.00755288265645504,0.024077221751213074,0.010523390024900436,0.0028669650200754404,0.005571100395172834,0.010785931721329689,0.007120926398783922,0.006540064234286547,0.0027772565372288227
neutral_schedule,en,NONE,neutral,The meeting starts at three o'clock and the agenda has four items.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Stimulation,0.011154781095683575,"Stimulation:0.011, Conformity: rules:0.007, Self-direction: action:0.006",0.004315278027206659,0.0060796658508479595,0.011154781095683575,0.0014685951173305511,0.00401918962597847,0.002641694387421012,0.0018751062452793121,0.002046604175120592,0.00314532732591033,0.0022436813451349735,0.0044654239900410175,0.007443044800311327,0.00427504675462842,0.0008853893377818167,0.005519268102943897,0.003179234452545643,0.00202476279810071,0.001973305596038699,0.0019876561127603054
neutral_schedule,ko,NONE,neutral,회의는 세 시에 시작하고 안건은 네 가지입니다.,VictorYeste/human-value-detection-deberta-liwc-22,valueeval24_19_dummy_liwc,,,Conformity: rules,0.037470944225788116,"Conformity: rules:0.037, Power: resources:0.035, Power: dominance:0.031",0.008333595469594002,0.009531538933515549,0.009191179648041725,0.0057820528745651245,0.010545926168560982,0.03072183020412922,0.035429447889328,0.010372424498200417,0.0056625064462423325,0.014978261664509773,0.007117013446986675,0.037470944225788116,0.012751681730151176,0.0027675300370901823,0.007969244383275509,0.009913617745041847,0.007458585314452648,0.00909496285021305,0.003412877907976508
