sample_id,language,expected_primary,expected_direction,value,attained,constrained,presence,signed_score,text
stimulation,EN,STIMULATION,support,Universalism: tolerance,0.0011991527862846851,0.0011402315431041643,0.0011991527862846851,5.892124318052083e-05,We should test a bold pilot program because the current process is too predictable and cannot reveal new opportunities.
hedonism,EN,HEDONISM,support,Self-direction: thought,0.01065452815964818,0.0007384889856136094,0.01065452815964818,0.009916039174034571,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Self-direction: action,0.005525971297174692,0.0026507012080401182,0.005525971297174692,0.002875270089134574,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Stimulation,0.03211815655231476,0.0009541015606373549,0.03211815655231476,0.031164054991677403,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Hedonism,0.526977355663593,0.000867611476375411,0.526977355663593,0.5261097441872177,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Achievement,0.010415718757680485,0.004867256619036198,0.010415718757680485,0.0055484621386442876,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Power: dominance,0.001008020481094718,0.0011045495436216395,0.0011045495436216395,-9.65290625269215e-05,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Power: resources,0.010599211091175675,0.001542896730825305,0.010599211091175675,0.00905631436035037,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Face,0.005269490065984428,0.0006146314990473911,0.005269490065984428,0.004654858566937037,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Security: personal,0.0028025786741636693,0.002404816138247649,0.0028025786741636693,0.0003977625359160202,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Security: societal,0.0014793407171964645,0.0015183149371296167,0.0015183149371296167,-3.89742199331522e-05,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Tradition,0.004749510359639923,0.0012263802345842123,0.004749510359639923,0.0035231301250557108,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Conformity: rules,0.0025457054531822605,0.007507689297199249,0.007507689297199249,-0.004961983844016989,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Conformity: interpersonal,0.002017034712480381,0.003999260176594059,0.003999260176594059,-0.001982225464113678,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Humility,0.002683364728000015,0.5001216780219693,0.5001216780219693,-0.49743831329396926,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Benevolence: caring,0.001773071902183195,0.0012781382247339934,0.001773071902183195,0.0004949336774492017,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Benevolence: dependability,0.0010294990109590194,0.001400405599270016,0.001400405599270016,-0.00037090658831099655,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Universalism: concern,0.005955526527638237,0.001121418536058627,0.005955526527638237,0.00483410799157961,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Universalism: nature,0.019257753156125546,0.002650451206136495,0.019257753156125546,0.01660730194998905,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
hedonism,EN,HEDONISM,support,Universalism: tolerance,0.002120649442076683,0.0004946981789544225,0.002120649442076683,0.0016259512631222606,"The public space should also be enjoyable, with music, food, and places where people can relax after work."
achievement,EN,ACHIEVEMENT,support,Self-direction: thought,0.00403272541007027,0.001208843217076113,0.00403272541007027,0.0028238821929941573,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Self-direction: action,0.004067231435328722,0.001850171945989132,0.004067231435328722,0.00221705948933959,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Stimulation,0.00359684438444674,0.0006735828355886042,0.00359684438444674,0.002923261548858136,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Hedonism,0.0037933759657399996,0.0007057792390696704,0.0037933759657399996,0.003087596726670329,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Achievement,0.9943310480851393,0.10842721164226532,0.9943310480851393,0.885903836442874,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Power: dominance,0.017578983679413795,0.018353606574237347,0.018353606574237347,-0.0007746228948235512,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Power: resources,0.04228813573718071,0.007797356229275465,0.04228813573718071,0.034490779507905245,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Face,0.009816301753744483,0.004489148268476129,0.009816301753744483,0.005327153485268354,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Security: personal,0.010498784249648452,0.005347269664828977,0.010498784249648452,0.005151514584819475,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Security: societal,0.0021729039144702256,0.00018002334400080144,0.0021729039144702256,0.001992880570469424,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Tradition,0.0009805930312722921,0.0011574751697480679,0.0011574751697480679,-0.00017688213847577572,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Conformity: rules,0.013809041120111942,0.005576778979351124,0.013809041120111942,0.008232262140760819,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Conformity: interpersonal,0.002743626246228814,0.0032223821229611835,0.0032223821229611835,-0.0004787558767323694,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Humility,0.011782677611336112,0.5014254793059081,0.5014254793059081,-0.48964280169457197,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Benevolence: caring,0.000482297424847881,0.0019202701514586806,0.0019202701514586806,-0.0014379727266107996,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Benevolence: dependability,0.005048583649719755,0.0007779364386806265,0.005048583649719755,0.004270647211039129,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Universalism: concern,0.0020843627862632275,0.0011513753997860476,0.0020843627862632275,0.0009329873864771798,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Universalism: nature,0.0026571584749035537,0.002414439804852009,0.0026571584749035537,0.0002427186700515449,The project should set measurable targets and reward the teams that deliver the strongest results.
achievement,EN,ACHIEVEMENT,support,Universalism: tolerance,0.0028539940249174833,0.002440979442326352,0.0028539940249174833,0.00041301458259113133,The project should set measurable targets and reward the teams that deliver the strongest results.
power,EN,POWER,support,Self-direction: thought,0.00972204958088696,0.004870317643508315,0.00972204958088696,0.004851731937378645,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Self-direction: action,0.04731389880180359,0.032202426344156265,0.04731389880180359,0.015111472457647324,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Stimulation,0.0022524085361510515,0.0004606518195942044,0.0022524085361510515,0.001791756716556847,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Hedonism,0.0003274730780893671,0.0002466527318271498,0.0003274730780893671,8.08203462622173e-05,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Achievement,0.009689893174384323,0.0013059553457424045,0.009689893174384323,0.008383937828641918,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Power: dominance,0.9916603015019343,0.04623715455333392,0.9916603015019343,0.9454231469486004,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Power: resources,0.08603932335972786,0.008443443104624748,0.08603932335972786,0.07759588025510311,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Face,0.01689065364189446,0.0036725823883898556,0.01689065364189446,0.013218071253504604,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Security: personal,0.005241522449068725,0.003408647608011961,0.005241522449068725,0.0018328748410567641,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Security: societal,0.002074685471598059,0.0018494317773729563,0.002074685471598059,0.00022525369422510266,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Tradition,0.0006346976927792033,0.0011774728773161769,0.0011774728773161769,-0.0005427751845369736,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Conformity: rules,0.02919424635668596,0.005125502357259393,0.02919424635668596,0.024068743999426566,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Conformity: interpersonal,0.007203256245702505,0.0026607517308245105,0.007203256245702505,0.0045425045148779946,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Humility,0.003460933512542397,0.5002889369206969,0.5002889369206969,-0.4968280034081545,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Benevolence: caring,0.0008566194446757436,0.0027123477775603533,0.0027123477775603533,-0.0018557283328846097,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Benevolence: dependability,0.008074078553666672,0.0002948595101770479,0.008074078553666672,0.007779219043489624,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Universalism: concern,0.001461621723137796,0.0016972367302514613,0.0016972367302514613,-0.00023561500711366534,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Universalism: nature,0.00932989118155092,0.0019865541253238916,0.00932989118155092,0.007343337056227028,The city needs clear authority over the process so it can control resources and enforce the final decision.
power,EN,POWER,support,Universalism: tolerance,0.001668026321567595,0.0038391060661524534,0.0038391060661524534,-0.0021710797445848584,The city needs clear authority over the process so it can control resources and enforce the final decision.
security,EN,SECURITY,support,Self-direction: thought,0.005000341916456819,0.0012233159698856375,0.005000341916456819,0.003777025946571181,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Self-direction: action,0.004263277631253004,0.005416580475866795,0.005416580475866795,-0.0011533028446137905,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Stimulation,0.0028384262695908546,0.000624166161287576,0.0028384262695908546,0.0022142601083032787,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Hedonism,0.000726786009701235,0.0005162213831984749,0.000726786009701235,0.00021056462650276015,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Achievement,0.0010433012253737875,0.0014309175312519073,0.0014309175312519073,-0.00038761630587811984,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Power: dominance,0.0047752477361687595,0.015836049181719623,0.015836049181719623,-0.011060801445550864,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Power: resources,0.0053809769451618195,0.0008228410733863711,0.0053809769451618195,0.004558135871775448,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Face,0.003200450155418366,0.0015176231681834906,0.003200450155418366,0.0016828269872348756,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Security: personal,0.18790140748023987,0.002848522854037583,0.18790140748023987,0.18505288462620229,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Security: societal,0.9701081961393356,0.00615664292126894,0.9701081961393356,0.9639515532180667,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Tradition,0.002167041141850253,0.000746572797652334,0.002167041141850253,0.0014204683441979191,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Conformity: rules,0.041616642847657204,0.0049259020791699495,0.041616642847657204,0.03669074076848725,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Conformity: interpersonal,0.008737073512747884,0.0017377520756175122,0.008737073512747884,0.006999321437130371,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Humility,0.007716721738688648,0.5002227472868981,0.5002227472868981,-0.49250602554820944,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Benevolence: caring,0.0054427445866167545,0.002343893575016409,0.0054427445866167545,0.0030988510116003454,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
security,EN,SECURITY,support,Benevolence: dependability,0.02251893592377504,0.001389694371027872,0.02251893592377504,0.021129241552747167,"Before expanding the service, we need strict safeguards so families know their data and safety are protected."
