sample_id,language,expected_primary,expected_direction,expected_score,top_value,top_score,top3,bottom3,text,BENEVOLENCE,UNIVERSALISM,SELF-DIRECTION,STIMULATION,HEDONISM,ACHIEVEMENT,POWER,SECURITY,CONFORMITY,TRADITION
achievement,ko,ACHIEVEMENT,support,0.9988855123519897,STIMULATION,0.9992378950119019,"STIMULATION:+0.999, ACHIEVEMENT:+0.999, HEDONISM:+0.999","TRADITION:+0.995, SELF-DIRECTION:+0.997, CONFORMITY:+0.997",이 프로젝트는 측정 가능한 목표를 세우고 가장 뛰어난 성과를 내는 팀에 보상해야 합니다.,0.9973973631858826,0.9986501932144165,0.996738076210022,0.9992378950119019,0.9987091422080994,0.9988855123519897,0.9984168410301208,0.9985566139221191,0.9967859387397766,0.9949641823768616
power,en,POWER,support,0.9985520243644714,SELF-DIRECTION,0.9987264275550842,"SELF-DIRECTION:+0.999, POWER:+0.999, SECURITY:+0.997","CONFORMITY:-0.384, BENEVOLENCE:-0.027, TRADITION:-0.012",The city needs clear authority over the process so it can control resources and enforce the final decision.,-0.026600593701004982,0.3571777045726776,0.9987264275550842,-0.0033904295414686203,0.0012260278454050422,0.9959599375724792,0.9985520243644714,0.9967936873435974,-0.38380372524261475,-0.012004169635474682
power,ko,POWER,support,0.9975410103797913,SECURITY,0.9980042576789856,"SECURITY:+0.998, SELF-DIRECTION:+0.998, UNIVERSALISM:+0.998","TRADITION:-0.009, HEDONISM:+0.028, CONFORMITY:+0.048",시는 자원을 통제하고 최종 결정을 집행할 수 있도록 절차에 대한 분명한 권한을 가져야 합니다.,0.11144882440567017,0.9976487159729004,0.9977116584777832,0.11359914392232895,0.027833810076117516,0.9969646334648132,0.9975410103797913,0.9980042576789856,0.04803619533777237,-0.008654468692839146
security,en,SECURITY,support,0.9991874098777771,POWER,0.9992579817771912,"POWER:+0.999, SECURITY:+0.999, UNIVERSALISM:+0.999","HEDONISM:+0.057, STIMULATION:+0.976, SELF-DIRECTION:+0.992","Before expanding the service, we need strict safeguards so families know their data and safety are protected.",0.9981920123100281,0.9990475177764893,0.9924885034561157,0.9757786989212036,0.05683398246765137,0.9988865256309509,0.9992579817771912,0.9991874098777771,0.9968251585960388,0.9966679215431213
security,ko,SECURITY,support,0.9960877895355225,UNIVERSALISM,0.9975234270095825,"UNIVERSALISM:+0.998, SECURITY:+0.996, CONFORMITY:+0.995","SELF-DIRECTION:-0.063, TRADITION:+0.010, ACHIEVEMENT:+0.058",서비스를 확대하기 전에 가족들이 자신의 데이터와 안전이 보호된다고 알 수 있도록 엄격한 보호 장치가 필요합니다.,0.3245713412761688,0.9975234270095825,-0.06303294748067856,0.9557420015335083,0.0889478251338005,0.05840844660997391,0.9882706999778748,0.9960877895355225,0.9947277307510376,0.010134871117770672
conformity,en,CONFORMITY,support,0.9937366247177124,UNIVERSALISM,0.9988504648208618,"UNIVERSALISM:+0.999, ACHIEVEMENT:+0.996, BENEVOLENCE:+0.995","SELF-DIRECTION:-0.979, HEDONISM:+0.010, TRADITION:+0.040","Participants should follow the agreed rules even when they disagree, otherwise the process will lose legitimacy.",0.9947957992553711,0.9988504648208618,-0.9785396456718445,0.9900304675102234,0.009728450328111649,0.9961606860160828,0.5247079133987427,0.9943383932113647,0.9937366247177124,0.0404570996761322
conformity,ko,CONFORMITY,support,0.9974537491798401,UNIVERSALISM,0.9982402920722961,"UNIVERSALISM:+0.998, SECURITY:+0.998, CONFORMITY:+0.997","SELF-DIRECTION:-0.065, HEDONISM:+0.137, STIMULATION:+0.150","참여자들은 동의하지 않더라도 합의된 규칙을 따라야 하며, 그렇지 않으면 절차의 정당성이 무너집니다.",0.9970238208770752,0.9982402920722961,-0.06457610428333282,0.15021945536136627,0.13707466423511505,0.97199547290802,0.9898874163627625,0.9978313446044922,0.9974537491798401,0.36307579278945923
tradition,en,TRADITION,support,0.9979623556137085,UNIVERSALISM,0.9991065859794617,"UNIVERSALISM:+0.999, CONFORMITY:+0.999, BENEVOLENCE:+0.999","SELF-DIRECTION:-0.057, STIMULATION:+0.198, ACHIEVEMENT:+0.996",The redevelopment should preserve the old market rituals and respect the practices that elders kept alive.,0.9990715384483337,0.9991065859794617,-0.05667800083756447,0.19758565723896027,0.9979518055915833,0.9961997270584106,0.9966481328010559,0.9990559816360474,0.9990900754928589,0.9979623556137085
tradition,ko,TRADITION,support,0.9976188540458679,STIMULATION,0.998601496219635,"STIMULATION:+0.999, SECURITY:+0.999, CONFORMITY:+0.999","SELF-DIRECTION:+0.878, HEDONISM:+0.996, POWER:+0.997",재개발은 오래된 시장 의례를 보존하고 어르신들이 지켜 온 관습을 존중해야 합니다.,0.9984540939331055,0.9984543919563293,0.8784871101379395,0.998601496219635,0.9963399171829224,0.998415470123291,0.9974166750907898,0.9985047578811646,0.9985013008117676,0.9976188540458679
anti_security,en,SECURITY,oppose,-0.9974151849746704,SELF-DIRECTION,0.9968606233596802,"SELF-DIRECTION:+0.997, HEDONISM:+0.539, POWER:+0.182","CONFORMITY:-0.998, SECURITY:-0.997, UNIVERSALISM:-0.997",We should ignore privacy and safety concerns if removing safeguards lets us launch faster.,-0.99722820520401,-0.997324526309967,0.9968606233596802,0.11969252675771713,0.5387737154960632,-0.9109709858894348,0.18238896131515503,-0.9974151849746704,-0.9977065920829773,-0.9969314932823181
anti_security,ko,SECURITY,oppose,-0.9854717254638672,HEDONISM,-0.007667472120374441,"HEDONISM:-0.008, STIMULATION:-0.018, SELF-DIRECTION:-0.030","UNIVERSALISM:-0.996, SECURITY:-0.985, TRADITION:-0.675",보호 장치를 없애서 더 빨리 출시할 수 있다면 개인정보와 안전 우려는 무시해야 합니다.,-0.4403786063194275,-0.995566189289093,-0.0295579731464386,-0.0183749720454216,-0.007667472120374441,-0.05366019904613495,-0.11953378468751907,-0.9854717254638672,-0.20555955171585083,-0.6751019358634949
anti_benevolence,en,BENEVOLENCE,oppose,-0.9978438019752502,SELF-DIRECTION,0.9984776973724365,"SELF-DIRECTION:+0.998, POWER:+0.170, SECURITY:+0.150","BENEVOLENCE:-0.998, CONFORMITY:-0.997, TRADITION:-0.996",The vulnerable families should handle the disruption themselves; helping them would only slow the project.,-0.9978438019752502,-0.9945655465126038,0.9984776973724365,-0.9905825853347778,0.003868432017043233,-0.6274206638336182,0.1699489951133728,0.1496034562587738,-0.9972445368766785,-0.9961737990379333
anti_benevolence,ko,BENEVOLENCE,oppose,-0.11850690096616745,HEDONISM,-0.021527238190174103,"HEDONISM:-0.022, SECURITY:-0.031, UNIVERSALISM:-0.041","POWER:-0.773, SELF-DIRECTION:-0.234, CONFORMITY:-0.159","취약한 가족들은 혼란을 스스로 감당해야 하며, 그들을 돕는 것은 프로젝트를 늦출 뿐입니다.",-0.11850690096616745,-0.04064289852976799,-0.23393428325653076,-0.08977575600147247,-0.021527238190174103,-0.13863223791122437,-0.7732786536216736,-0.031489163637161255,-0.15862230956554413,-0.04079272970557213
anti_tradition,en,TRADITION,oppose,-0.9708065390586853,SELF-DIRECTION,0.9991755485534668,"SELF-DIRECTION:+0.999, UNIVERSALISM:+0.999, ACHIEVEMENT:+0.998","TRADITION:-0.971, BENEVOLENCE:-0.047, CONFORMITY:-0.020",Old rituals and inherited customs should not influence this decision at all.,-0.04688426852226257,0.9988532662391663,0.9991755485534668,0.995739221572876,0.0277874618768692,0.9975225925445557,0.9964089393615723,0.9972923398017883,-0.019602064043283463,-0.9708065390586853
anti_tradition,ko,TRADITION,oppose,-0.00528936181217432,SELF-DIRECTION,0.07794056832790375,"SELF-DIRECTION:+0.078, UNIVERSALISM:+0.005, HEDONISM:+0.005","POWER:-0.016, ACHIEVEMENT:-0.008, STIMULATION:-0.005",오래된 의례와 물려받은 관습은 이번 결정에 전혀 영향을 주어서는 안 됩니다.,-0.0004783142067026347,0.005384102463722229,0.07794056832790375,-0.0054956343956291676,0.005110805854201317,-0.008310350589454174,-0.01607039012014866,0.00014161691069602966,0.001626236829906702,-0.00528936181217432
anti_conformity,en,CONFORMITY,oppose,-0.9971587061882019,SELF-DIRECTION,0.9944271445274353,"SELF-DIRECTION:+0.994, HEDONISM:+0.003, POWER:-0.987","BENEVOLENCE:-0.998, SECURITY:-0.998, ACHIEVEMENT:-0.998",People should break the agreed rules whenever the rules make negotiation inconvenient.,-0.9979749321937561,-0.9974784255027771,0.9944271445274353,-0.9954167604446411,0.003259825985878706,-0.9975799322128296,-0.9865238666534424,-0.9976351857185364,-0.9971587061882019,-0.9952507019042969
anti_conformity,ko,CONFORMITY,oppose,-0.0055541121400892735,UNIVERSALISM,0.031656164675951004,"UNIVERSALISM:+0.032, HEDONISM:-0.002, BENEVOLENCE:-0.002","TRADITION:-0.025, SELF-DIRECTION:-0.024, ACHIEVEMENT:-0.022",합의된 규칙이 협상을 불편하게 만들 때마다 사람들은 그 규칙을 깨도 됩니다.,-0.0016652591293677688,0.031656164675951004,-0.023876650258898735,-0.01467195339500904,-0.0016088620759546757,-0.02192770503461361,-0.01989174634218216,-0.010496100410819054,-0.0055541121400892735,-0.02469899132847786
neutral_schedule,en,NONE,neutral,,UNIVERSALISM,0.9972050189971924,"UNIVERSALISM:+0.997, POWER:+0.954, SECURITY:+0.477","SELF-DIRECTION:-0.012, STIMULATION:-0.007, TRADITION:-0.005",The meeting starts at three o'clock and the agenda has four items.,0.018178148195147514,0.9972050189971924,-0.012101356871426105,-0.007376177702099085,-0.003405771916732192,0.004561535082757473,0.9541952013969421,0.47673967480659485,0.003386344760656357,-0.004658930003643036
neutral_schedule,ko,NONE,neutral,,STIMULATION,0.9989883899688721,"STIMULATION:+0.999, UNIVERSALISM:+0.999, ACHIEVEMENT:+0.999","TRADITION:-0.002, HEDONISM:-0.000, POWER:+0.029",회의는 세 시에 시작하고 안건은 네 가지입니다.,0.9974371194839478,0.998694896697998,0.040003012865781784,0.9989883899688721,-0.0003579463518690318,0.9986811876296997,0.028621137142181396,0.9985463619232178,0.9985993504524231,-0.0022253096103668213
