unit_id,speaker,time,korean_text,english_text,x,y,cluster_id,cluster_label,max_active_strength,active_value_summary,top_signed_support,top_signed_constraint
row007_claim03,민주당,02:25,이재명 정부와 더불어민주당은 수도권 중심 성장이 아닌 지방 주도 성장으로 대한민국의 재도약을 이끌어 나가겠습니다.,"The Lee Jae-myung administration and the Democratic Party of Korea will lead South Korea’s leap forward with region-led growth, not growth centered on the Seoul metropolitan area.",0.003745272606467968,-0.06418103590971144,3,자원투입 논쟁,0.2281493923903105,Achievement +0.23,Achievement:0.228; Self-direction: action:0.021; Power: dominance:0.010; Stimulation:0.009; Power: resources:0.007,Security: personal:-0.000; Conformity: rules:-0.000; Benevolence: caring:-0.000; Conformity: interpersonal:-0.000; Hedonism:-0.000
row007_claim04,민주당,02:25,변화는 이미 시작되었습니다. 말만 있던 어 해수부의 부산 이전을 지난해 이미 완료했습니다.,"The change has already begun. We already completed the relocation of the Ministry of Oceans and Fisheries to Busan last year, which had only been talked about.",0.541543429766649,0.7336550928218025,1,개혁실행 공감,0.9355424820765514,Stimulation +0.94,Stimulation:0.936; Universalism: nature:0.024; Hedonism:0.012; Power: resources:0.009; Security: societal:0.009,Security: personal:-0.001; Benevolence: dependability:-0.001; Universalism: tolerance:-0.001; Conformity: interpersonal:-0.001; Tradition:-0.001
row007_claim05,민주당,02:25,"또한 부산, 강원, 전북 제주 특별법 등 지방 주도 성장을 선도할 법안들이 아 곧 국회 통과를 앞두고 있습니다.","In addition, bills that will lead region-led growth, such as the special acts for Busan, Gangwon, Jeonbuk, and Jeju, are soon approaching passage in the National Assembly.",0.8747851463878132,0.12925256586361697,3,자원투입 논쟁,0.8914221497851786,Power: Resources +0.89,Power: resources:0.891; Security: societal:0.094; Self-direction: action:0.014; Stimulation:0.005; Self-direction: thought:0.003,Humility:-0.000; Tradition:-0.000; Benevolence: dependability:-0.000; Hedonism:-0.000; Universalism: tolerance:-0.000
row007_claim08,민주당,02:25,"통합 특별시에는 4년간 총 20조 원의 재정 지원, 투자, 환경 보증, 광역 교통 투자 등 집중 지원이 이루어질 것입니다.","For the integrated special city, concentrated support such as a total of 20 trillion won in financial support, investment, environmental guarantees, and metropolitan transportation investment will be provided over four years.",0.968222934053215,0.225999102530887,3,자원투입 논쟁,0.8726734423123849,Power: Resources +0.87; Universalism: Nature +0.35; Benevolence: Caring +0.29,Power: resources:0.873; Universalism: nature:0.350; Benevolence: caring:0.293; Stimulation:0.068; Benevolence: dependability:0.063,Universalism: tolerance:-0.001; Conformity: rules:-0.002; Power: dominance:-0.003; Face:-0.003; Tradition:-0.003
row008_claim01,민주당,03:33,또한 이 모든 과정을 통합 특별시가 정책을 결정하고 집행할 수 있도록 법적 행정적 위상을 보장할 것입니다.,"In addition, we will ensure the legal and administrative status so that the integrated special city can decide and implement all of these processes.",-0.35255166074317357,0.050414923861233925,5,제도개선 실무,0.4396735187396318,Conformity: Rules +0.44; Self-direction: Action +0.33,Conformity: rules:0.440; Self-direction: action:0.331; Power: dominance:0.022; Universalism: concern:0.010; Power: resources:0.004,Humility:-0.000; Hedonism:-0.000; Face:-0.000; Tradition:-0.000; Universalism: nature:-0.000
row008_claim02,민주당,03:33,"이재명 정부는 합니다. 출범 7개월 만에 코스피 5천 원 시대를 열었고, 그 실력 그대로 지방 주도 성장을 완성해 나가겠습니다.","The Lee Jae-myung administration does it. Within seven months of launching, it opened the era of a KOSPI 5,000 won, and with that same capability, it will complete region-led growth.",-0.6477285182994295,-0.7578571891500193,3,자원투입 논쟁,0.964960013604851,Achievement +0.96,Achievement:0.965; Power: resources:0.025; Self-direction: action:0.010; Stimulation:0.005; Power: dominance:0.004,Conformity: interpersonal:-0.000; Security: personal:-0.000; Security: societal:-0.000; Universalism: concern:-0.000; Conformity: rules:-0.000
row008_claim03,민주당,03:33,전국 어디서나 다 잘 살 수 있는 민주당과 이재명 정부가 책임지고 해 나가겠습니다.,The Democratic Party and the Lee Jae-myung government will take responsibility and carry this out so that people can live well anywhere in the country.,-0.9244651894101628,0.23679976457225038,1,개혁실행 공감,0.9291739482659168,Universalism: Concern +0.93,Universalism: concern:0.929; Security: societal:0.153; Power: dominance:0.076; Conformity: rules:0.033; Benevolence: dependability:0.025,Universalism: nature:-0.000; Hedonism:-0.000; Humility:-0.001; Tradition:-0.001; Stimulation:-0.001
row010_claim04,개혁신당,04:01,더 근본적인 문제를 직시해야 합니다. 서울의 기능을 옥죄고 강제로 이전하면 지방이 살아난다는 환상 이것을 끝내야 합니다.,"We need to face the more fundamental problem. We must end the illusion that if we squeeze Seoul’s functions and forcibly relocate them, the regions will be revived.",-0.15267796406990125,0.485500548465878,1,개혁실행 공감,0.6663182505165146,Self-direction: Action +0.67,Self-direction: action:0.666; Power: resources:0.028; Security: societal:0.019; Stimulation:0.016; Power: dominance:0.016,Humility:-0.000; Universalism: tolerance:-0.000; Face:-0.000; Hedonism:-0.000; Universalism: nature:-0.000
row010_claim05,개혁신당,04:01,"지금 혁신도시들이 어떻습니까? 지방에는 반쪽짜리 도시만 생겼고 서울은 성장 동력만 잃었습니다.
지역 균형 발전이라는 이름으로 국가 전체가 하향 평준화된 것입니다.","What are the innovation cities like now? In the provinces, only half-finished cities were created, and Seoul has only lost its growth engine. Under the name of balanced regional development, the entire country has been leveled downward.",-0.3163518604053937,-0.6511789820760135,3,자원투입 논쟁,0.4531299356386147,Stimulation -0.45; Power: Resources -0.35; Achievement -0.26,Security: personal:-0.000; Tradition:-0.000; Universalism: tolerance:-0.000; Conformity: interpersonal:-0.000; Humility:-0.000,Stimulation:0.453; Power: resources:0.353; Achievement:0.256; Self-direction: action:0.018; Security: societal:0.011
row011_claim01,개혁신당,04:54,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy while at the same time creating a structure in which each region across the country becomes self-reliant as a unique industrial ecosystem, and changing the structure of industry and finance rather than changing administrative boundaries—this is the policy of true balanced development.",0.11147728783485769,0.430373985739469,1,개혁실행 공감,0.3856890172982526,Self-direction: Action +0.39; Power: Resources +0.30; Self-direction: Thought +0.28; Stimulation +0.22,Self-direction: action:0.386; Power: resources:0.304; Self-direction: thought:0.278; Stimulation:0.222; Universalism: concern:0.110,Security: personal:-0.003; Face:-0.003; Hedonism:-0.004; Humility:-0.006; Power: dominance:-0.007
row011_claim02,개혁신당,04:54,"지도를 다시 다시 그리는 것, 이것은 정치입니다.","Redrawing the map again and again, this is politics.",-0.40049725456976043,-0.5003995272298242,2,수도이전 추진,0.7094101170805092,Power: Dominance +0.71,Power: dominance:0.709; Universalism: concern:0.084; Conformity: rules:0.035; Self-direction: action:0.008; Stimulation:0.004,Security: personal:-0.000; Benevolence: caring:-0.000; Hedonism:-0.000; Humility:-0.000; Universalism: nature:-0.000
row011_claim03,개혁신당,04:54,그러나 삶을 다시 설계하는 것 그것이 정책입니다.,"However, redesigning life—that is policy.",0.4637865795463365,0.6101324013259244,1,개혁실행 공감,0.8095108059134999,Stimulation +0.81,Stimulation:0.810; Self-direction: action:0.063; Conformity: rules:0.011; Security: societal:0.008; Achievement:0.005,Security: personal:-0.000; Universalism: tolerance:-0.000; Benevolence: dependability:-0.000; Humility:-0.000; Tradition:-0.000
row011_claim04,개혁신당,04:54,개혁신당은 정치가 아닌 정책으로 이 나라의 미래를 말하도록 하겠습니다.,"The New Reform Party will speak about this country's future through policy, not politics.",0.3840359293254466,0.3804078309764118,1,개혁실행 공감,0.6304163249529708,Self-direction: Thought +0.63; Stimulation +0.26,Self-direction: thought:0.630; Stimulation:0.256; Self-direction: action:0.067; Universalism: concern:0.009; Tradition:0.004,Security: personal:-0.000; Conformity: rules:-0.000; Hedonism:-0.000; Universalism: nature:-0.001; Benevolence: caring:-0.001
row013_claim01,국민의힘,05:30,"국가 균형 발전을 위한 지방자치 제도가 시작된 지가 30년이 지났습니다.
그러나 수도권 일극 체제는 고착되고 불평등과 불균형은 더욱 심화되고 있습니다.
지방 정부에 대한 실질적인 권한 이용이 없었기 때문입니다.
지방자치가 제대로 작동하여 경쟁력을 갖추려면 중앙 정부의 행정 재정 조세 인허가 권한을 지방 정부에 과감하게 이행해야 합니다.","It has been 30 years since the system of local self-government for balanced national development began.  
However, the Seoul metropolitan area’s single-centered system has become entrenched, and inequality and imbalance are becoming even more severe.  
This is because there has been no substantive delegation of authority to local governments.  
For local autonomy to function properly and become competitive, the central government’s administrative, fiscal, tax, and licensing authority must be boldly transferred to local governments.",0.42964011881330083,-0.34627829643348895,3,자원투입 논쟁,0.4317469717536752,Universalism: Concern -0.43,Hedonism:-0.001; Humility:-0.002; Face:-0.004; Security: personal:-0.004; Benevolence: caring:-0.005,Universalism: concern:0.432; Self-direction: action:0.116; Power: dominance:0.112; Conformity: rules:0.111; Security: societal:0.050
row013_claim02,국민의힘,05:30,"그런데 지난 1월 16일 김민석 총리가 발표한 행정통합 방안을 보면 실망스럽습니다.
차관급 4명과 1급 보직 연간 5조 원 규모의 재정 지원, 공공기관 이전과 같은 유인책만 제시하며 행정 조세 인허가 등 조항 권한 이양에 대한 핵심은 빠져 있습니다.
이런 통합은 재정 지원 중심 정책에 머물 수밖에 없습니다.","However, if you look at the administrative integration plan announced by Prime Minister Kim Min-seok on January 16, it is disappointing.  
It only presents incentives such as four vice-minister-level positions, annual financial support on the scale of 5 trillion won, and relocation of public institutions, while leaving out the core issue of transferring authority over clauses such as administration, taxation, and permits.  
Such integration can only remain a policy centered on financial support.",0.13453902426627112,-0.030814892884453483,3,자원투입 논쟁,0.2015631481062278,Power: Resources +0.20,Power: resources:0.202; Stimulation:0.041; Benevolence: caring:0.031; Power: dominance:0.029; Benevolence: dependability:0.027,Achievement:0.001; Universalism: concern:0.001; Face:0.001; Universalism: tolerance:0.000; Tradition:0.000
row016_claim01,조국혁신당,07:06,주거 혁신의 제7공화국 비전에는 지역 균형 발전이 포함돼 있습니다.,The vision of the 7th Republic for housing innovation includes balanced regional development.,0.5234502675310996,0.7353480101918318,1,개혁실행 공감,0.9280337488981965,Stimulation +0.93,Stimulation:0.928; Universalism: concern:0.029; Security: societal:0.027; Self-direction: thought:0.018; Self-direction: action:0.013,Security: personal:-0.000; Conformity: interpersonal:-0.000; Face:-0.001; Humility:-0.001; Conformity: rules:-0.001
row016_claim02,조국혁신당,07:06,시대에 뒤떨어진 중앙집권적 개발 국가 체제를 극복하고 분권과 자치를 폭넓게 실현하는 자치분권 공화국이 바로 제7공화국입니다.,The Seventh Republic is precisely a decentralized and autonomous republic that overcomes the outdated centralized developmental state system and broadly realizes decentralization and local autonomy.,-0.09067684770416268,0.6569371954359868,1,개혁실행 공감,0.7448177400370684,Self-direction: Action +0.74; Stimulation +0.25,Self-direction: action:0.745; Stimulation:0.246; Self-direction: thought:0.190; Security: societal:0.018; Tradition:0.015,Face:-0.000; Humility:-0.001; Security: personal:-0.001; Benevolence: caring:-0.001; Power: resources:-0.001
row016_claim04,조국혁신당,07:06,강릉에서는 국가 균형 발전과 지방 소멸 위기 극복을 위한 균형 발전 특별회계의 정부 지원액을 현실에 맞게 대폭 늘릴 것을 제안했습니다.,"In Gangneung, it was proposed that the government support amount in the Special Account for Balanced Development, for balanced national development and overcoming the crisis of local extinction, be substantially increased in line with reality.",-0.6432666322925177,1.0007150437780203,2,수도이전 추진,0.8091159523773499,Universalism: Nature +0.81; Security: Societal +0.76,Universalism: nature:0.809; Security: societal:0.755; Universalism: concern:0.134; Power: resources:0.035; Stimulation:0.033,Humility:-0.001; Face:-0.001; Hedonism:-0.002; Security: personal:-0.002; Conformity: interpersonal:-0.003
row016_claim05,조국혁신당,07:06,"22대 개헌 이후에는 곧바로 국회와 대통령실을 세종특별자치시로 완전 이전하는 행정수도 건설을 위한 특별법을 당론 발의했으며, 서울에 있을 아무런 이유가 없는 대법원과 그 부속기관을 대구 등 지방으로 이전하는 법안도 발의했습니다.","After the 22nd constitutional amendment, we immediately proposed as a party line a special law for building an administrative capital that would completely relocate the National Assembly and the Presidential Office to Sejong Special Self-Governing City, and we also proposed a bill to relocate the Supreme Court, which has no reason whatsoever to remain in Seoul, and its affiliated agencies to Daegu and other regional areas.",0.008568172682558467,0.07076813487984263,2,수도이전 추진,0.2957730177600668,Power: Dominance +0.30; Self-direction: Action +0.22,Power: dominance:0.296; Self-direction: action:0.219; Power: resources:0.054; Stimulation:0.022; Conformity: rules:0.015,Humility:-0.000; Benevolence: dependability:-0.000; Benevolence: caring:-0.000; Hedonism:-0.001; Security: personal:-0.001
row016_claim06,조국혁신당,07:06,"수도권으로의 청년층 순 이동의 흐름을 보면 최근 20년간 수도권으로 순유입이 지속되었고 그 이유는 직업과 교육, 주거 환경 때문이라고 합니다.","Looking at the flow of net migration of young people to the metropolitan area, there has been continuous net inflow to the metropolitan area over the past 20 years, and the reason is said to be jobs, education, and the housing environment.",0.10110518564777692,0.053602722027472065,2,수도이전 추진,0.262811493604988,Security: Societal +0.26,Security: societal:0.263; Power: resources:0.152; Achievement:0.024; Universalism: concern:0.003; Stimulation:0.003,Humility:-0.000; Conformity: rules:-0.000; Hedonism:-0.000; Security: personal:-0.000; Benevolence: dependability:-0.000
row017_claim01,조국혁신당,08:08,"향후 지속될 수도권의 집중 현상을 반전시키기 위해서는 비수도권에도 직업과 교육, 주거 환경을 발전시켜야 합니다.","To reverse the concentration phenomenon in the Seoul metropolitan area that may continue in the future, jobs, education, and housing conditions must also be improved in the non-metropolitan regions.",-0.4946673700126252,0.1255460994499758,1,개혁실행 공감,0.5141198331510433,Universalism: Concern +0.51,Universalism: concern:0.514; Security: societal:0.143; Benevolence: caring:0.109; Stimulation:0.071; Achievement:0.029,Humility:-0.000; Face:-0.000; Hedonism:-0.001; Conformity: interpersonal:-0.001; Tradition:-0.001
row017_claim02,조국혁신당,08:08,"한편 지역균형 발전과 반드시 함께 가야 하는 것이 있습니다.
바로 정치 개혁입니다.","Meanwhile, there is something that must go together with balanced regional development.
That is political reform.",0.11880393386713484,0.20826379884004148,1,개혁실행 공감,0.3611481071996524,Stimulation +0.36,Stimulation:0.361; Universalism: concern:0.123; Self-direction: action:0.097; Security: societal:0.048; Conformity: rules:0.042,Security: personal:-0.000; Humility:-0.000; Face:-0.000; Hedonism:-0.000; Universalism: nature:-0.000
row017_claim03,조국혁신당,08:08,현재 개혁진보 4당은 국회 본청 앞에서 천막 농성을 하고 있으며 어제는 간절한 마음으로 담아 3부 1배까지 하겠습니다.,"At present, the four reform-progressive parties are holding a tent sit-in in front of the main National Assembly building, and yesterday, with earnest hearts, we even carried out a three-service, one-bow observance.",-0.49015928889438315,-0.11128124429171668,5,제도개선 실무,0.5499011187467293,Conformity: Rules +0.55; Tradition +0.21,Conformity: rules:0.550; Tradition:0.207; Self-direction: action:0.148; Hedonism:0.088; Achievement:0.075,Universalism: nature:-0.001; Power: resources:-0.001; Universalism: concern:-0.001; Power: dominance:-0.002; Universalism: tolerance:-0.005
row017_claim04,조국혁신당,08:08,조국 산업과 교육이 지역 단위로 재구성되어 수도권의 쏠림 현상을 막고 정치 개혁,"The national industry and education are reorganized on a regional unit to prevent the concentration phenomenon in the Seoul metropolitan area, and political reform.",0.1378636509859565,0.46542181983173014,1,개혁실행 공감,0.5025379177308515,Stimulation +0.50; Self-direction: Action +0.32,Stimulation:0.503; Self-direction: action:0.317; Universalism: concern:0.166; Security: societal:0.072; Conformity: rules:0.039,Humility:-0.000; Security: personal:-0.000; Hedonism:-0.001; Benevolence: dependability:-0.001; Face:-0.002
row019_claim02,정의당,09:11,이런 식으로 지역마다 기본권의 기준을 달리한다면 지자체들은 기업을 유치하기 위해서로 누가 더 노동권을 많이 깎나 누가 더 환경 규제를 많이 풀어주나를 들고 바닥을 향한 경주를 하게 될 겁니다.,"If we differentiate the standards for basic rights by region in this way, local governments will end up engaging in a race to the bottom over who can cut labor rights more and who can loosen environmental regulations more in order to attract companies.",0.12956034550522466,-0.16349284552866286,2,수도이전 추진,0.3936497367681113,Power: Dominance +0.39,Power: dominance:0.394; Power: resources:0.018; Self-direction: thought:0.000; Benevolence: caring:0.000; Stimulation:-0.000,Universalism: nature:0.128; Universalism: concern:0.009; Conformity: rules:0.009; Conformity: interpersonal:0.005; Security: societal:0.003
row019_claim03,정의당,09:11,지역의 자율권을 준다는 명분으로 헌법이 정한 기본권이 이러한 최저선을 무너뜨리는 것이 과연 진정한 자치 맞습니까?,"Under the pretext of granting local autonomy, is it really genuine self-government for the Constitution’s guaranteed fundamental rights to be lowered below this minimum standard?",0.25643727631524277,-0.1197568995645715,3,자원투입 논쟁,0.2861705635383416,Conformity: Rules -0.29,Humility:-0.000; Hedonism:-0.000; Universalism: nature:-0.000; Face:-0.000; Power: resources:-0.000,Conformity: rules:0.286; Self-direction: action:0.034; Power: dominance:0.026; Universalism: concern:0.009; Security: societal:0.008
row022_claim01,국민의힘,10:17,"물론 노동시간제 폐지와 관련돼 가지고 여러 가지 의견들이 있습니다.
노동시간제 폐지 때문에 우리 국가 경쟁력에 많은 어려움이 있다는 주장들도 있습니다.
우리 정의당의 주장대로 노동시간제 폐지에 따라 가지고 노동자들의 어떤 여러 가지 부분","Of course, there are various opinions regarding the abolition of the working time system.  
There are also claims that, because of the abolition of the working time system, our national competitiveness faces many difficulties.  
As our Justice Party argues, according to the abolition of the working time system, workers’ various aspects",-0.1795154624146164,-0.29151444196623644,3,자원투입 논쟁,0.4849089026852402,Achievement +0.48; Power: Resources +0.24,Achievement:0.485; Power: resources:0.243; Power: dominance:0.054; Stimulation:0.006; Self-direction: thought:0.006,Conformity: interpersonal:-0.000; Universalism: nature:-0.000; Conformity: rules:-0.000; Universalism: tolerance:-0.000; Hedonism:-0.000
row023_claim01,정의당,10:38,"일단 그 애초에 발의한 법안을 한번 확인해 보시고요.
그리고 이게 지역별로 차등을 주게 되면 수도권으로의 쏠림 현상이 더 심각하게 되는 문제가 생깁니다.
이건 결국은 행정통합이 오히려 기본권 후퇴를 가져오는 매우 심각한 문제가 있다라는 것을 지적해둡니다.","First, please check the bill that was originally proposed.  
And if you give differential treatment by region, the problem of concentration toward the Seoul metropolitan area becomes even more serious.  
This ultimately points out that administrative integration has a very serious problem in that it instead brings about a retreat of basic rights.",0.31412730334499656,-0.321043120189794,3,자원투입 논쟁,0.404509553604969,Universalism: Concern -0.40,Conformity: rules:0.069; Benevolence: caring:0.011; Stimulation:0.004; Power: dominance:0.003; Self-direction: action:0.003,Universalism: concern:0.405; Security: societal:0.155; Universalism: tolerance:0.007; Achievement:0.002; Security: personal:0.002
row024_claim01,정의당,11:44,행정통합 정책은 지역에서 창출된 부가가치가 수도권에 유출되는 구조에 대한 해법을 제시하지 못하고 있습니다.,The administrative integration policy is not presenting a solution to the structure in which the added value created in the regions leaks to the Seoul metropolitan area.,-0.20021289860171906,-0.6658033643198612,3,자원투입 논쟁,0.6897894793184403,Achievement -0.69,Self-direction: thought:0.000; Tradition:-0.000; Conformity: rules:-0.000; Self-direction: action:-0.000; Conformity: interpersonal:-0.000,Achievement:0.690; Power: resources:0.079; Security: societal:0.006; Stimulation:0.004; Power: dominance:0.002
row025_claim01,민주당,11:54,예 뭐 행정통합에 대해서는 제가 잠시 후에 제 시간에 더 자세히 말씀드리겠습니다만 권영국 대표님께서 말씀하신 문제의식은 저도 충분히 동의합니다.,"Yes, as for administrative integration, I will speak in more detail in my allotted time shortly, but I fully agree with the sense of the problem that Representative Kwon Young-guk raised.",0.08757245266503721,-0.05115625448753709,3,자원투입 논쟁,0.3734110080964345,Self-direction: Thought +0.37,Self-direction: thought:0.373; Conformity: interpersonal:0.013; Universalism: tolerance:0.012; Universalism: concern:0.009; Self-direction: action:0.005,Achievement:-0.000; Hedonism:-0.000; Universalism: nature:-0.000; Tradition:-0.000; Face:-0.000
row025_claim02,민주당,11:54,어 이 부분과 관련돼서는 좀 더 깊은 토론이 있어야 될 것이라고 생각하고 그러나 한편으로는 또 지방 기업의 자율성이라는 측면도 있기 때문에 이것을 어떻게 양자를 조화시킬 수 있느냐 저는 거기서 해법이 나올 수 있다고 생각합니다.,"As for this part, I think there needs to be a deeper discussion, but on the other hand, there is also the aspect of local corporate autonomy, so I think the solution can come from how to harmonize those two.",-0.11234856049055551,0.2755595002196625,1,개혁실행 공감,0.4674072647254197,Self-direction: Action +0.47,Self-direction: action:0.467; Universalism: concern:0.040; Self-direction: thought:0.040; Power: resources:0.021; Conformity: rules:0.020,Hedonism:-0.000; Humility:-0.000; Face:-0.000; Achievement:-0.000; Universalism: tolerance:-0.001
row029_claim01,정의당,12:35,지역 내에서 부가 순환되는 경제 생태계를 구축하는 정책 적극적으로 검토할 필요가 있습니다.,There is a need to actively consider policies to build an economic ecosystem in which value circulates within the region.,0.6171059320381922,0.2693228347034932,3,자원투입 논쟁,0.694240151945019,Power: Resources +0.69,Power: resources:0.694; Self-direction: action:0.197; Stimulation:0.190; Universalism: concern:0.148; Self-direction: thought:0.056,Humility:-0.000; Tradition:-0.001; Hedonism:-0.001; Face:-0.001; Security: personal:-0.001
row029_claim02,정의당,12:35,지역 변 본사제를 제시를 했는데 이 부가가치가 지역에 유치되는 방법을 이야기를 해야 되고 또 기업의 지역 재투자 의무가 반드시 있어야 됩니다.,"We proposed a regional headquarters system, but we need to talk about how this added value is attracted to the region, and there must also be a mandatory obligation for corporate reinvestment in the region.",0.7505383695005741,0.10448658019619629,3,자원투입 논쟁,0.7842466060659801,Power: Resources +0.78,Power: resources:0.784; Conformity: rules:0.046; Stimulation:0.032; Self-direction: action:0.026; Self-direction: thought:0.014,Humility:-0.000; Universalism: tolerance:-0.000; Hedonism:-0.000; Tradition:-0.000; Security: personal:-0.001
